feature,label,boundary
./dataset/MCFS-22/features/n02_p08.npy,./dataset/MCFS-22/gt_arr/n02_p08.npy,./dataset/MCFS-22/gt_boundary_arr/n02_p08.npy
./dataset/MCFS-22/features/n05_p03.npy,./dataset/MCFS-22/gt_arr/n05_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n05_p03.npy
./dataset/MCFS-22/features/n17_p03.npy,./dataset/MCFS-22/gt_arr/n17_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n17_p03.npy
./dataset/MCFS-22/features/n24_p03.npy,./dataset/MCFS-22/gt_arr/n24_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n24_p03.npy
./dataset/MCFS-22/features/n29_p10.npy,./dataset/MCFS-22/gt_arr/n29_p10.npy,./dataset/MCFS-22/gt_boundary_arr/n29_p10.npy
./dataset/MCFS-22/features/n13_p09.npy,./dataset/MCFS-22/gt_arr/n13_p09.npy,./dataset/MCFS-22/gt_boundary_arr/n13_p09.npy
./dataset/MCFS-22/features/n05_p04.npy,./dataset/MCFS-22/gt_arr/n05_p04.npy,./dataset/MCFS-22/gt_boundary_arr/n05_p04.npy
./dataset/MCFS-22/features/n27_p08.npy,./dataset/MCFS-22/gt_arr/n27_p08.npy,./dataset/MCFS-22/gt_boundary_arr/n27_p08.npy
./dataset/MCFS-22/features/n02_p06.npy,./dataset/MCFS-22/gt_arr/n02_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n02_p06.npy
./dataset/MCFS-22/features/n31_p01.npy,./dataset/MCFS-22/gt_arr/n31_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n31_p01.npy
./dataset/MCFS-22/features/n19_p06.npy,./dataset/MCFS-22/gt_arr/n19_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n19_p06.npy
./dataset/MCFS-22/features/n18_p02.npy,./dataset/MCFS-22/gt_arr/n18_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n18_p02.npy
./dataset/MCFS-22/features/n23_p03.npy,./dataset/MCFS-22/gt_arr/n23_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n23_p03.npy
./dataset/MCFS-22/features/n36_p02.npy,./dataset/MCFS-22/gt_arr/n36_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n36_p02.npy
./dataset/MCFS-22/features/n30_p02.npy,./dataset/MCFS-22/gt_arr/n30_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n30_p02.npy
./dataset/MCFS-22/features/n36_p06.npy,./dataset/MCFS-22/gt_arr/n36_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n36_p06.npy
./dataset/MCFS-22/features/n28_p12.npy,./dataset/MCFS-22/gt_arr/n28_p12.npy,./dataset/MCFS-22/gt_boundary_arr/n28_p12.npy
./dataset/MCFS-22/features/n11_p10.npy,./dataset/MCFS-22/gt_arr/n11_p10.npy,./dataset/MCFS-22/gt_boundary_arr/n11_p10.npy
./dataset/MCFS-22/features/n33_p22.npy,./dataset/MCFS-22/gt_arr/n33_p22.npy,./dataset/MCFS-22/gt_boundary_arr/n33_p22.npy
./dataset/MCFS-22/features/n33_p01.npy,./dataset/MCFS-22/gt_arr/n33_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n33_p01.npy
./dataset/MCFS-22/features/n23_p12.npy,./dataset/MCFS-22/gt_arr/n23_p12.npy,./dataset/MCFS-22/gt_boundary_arr/n23_p12.npy
./dataset/MCFS-22/features/n23_p05.npy,./dataset/MCFS-22/gt_arr/n23_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n23_p05.npy
./dataset/MCFS-22/features/n02_p05.npy,./dataset/MCFS-22/gt_arr/n02_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n02_p05.npy
./dataset/MCFS-22/features/n14_p01.npy,./dataset/MCFS-22/gt_arr/n14_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n14_p01.npy
./dataset/MCFS-22/features/n17_p04.npy,./dataset/MCFS-22/gt_arr/n17_p04.npy,./dataset/MCFS-22/gt_boundary_arr/n17_p04.npy
./dataset/MCFS-22/features/n11_p07.npy,./dataset/MCFS-22/gt_arr/n11_p07.npy,./dataset/MCFS-22/gt_boundary_arr/n11_p07.npy
./dataset/MCFS-22/features/n16_p05.npy,./dataset/MCFS-22/gt_arr/n16_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n16_p05.npy
./dataset/MCFS-22/features/n09_p08.npy,./dataset/MCFS-22/gt_arr/n09_p08.npy,./dataset/MCFS-22/gt_boundary_arr/n09_p08.npy
./dataset/MCFS-22/features/n04_p03.npy,./dataset/MCFS-22/gt_arr/n04_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n04_p03.npy
./dataset/MCFS-22/features/n11_p01.npy,./dataset/MCFS-22/gt_arr/n11_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n11_p01.npy
./dataset/MCFS-22/features/n20_p01.npy,./dataset/MCFS-22/gt_arr/n20_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n20_p01.npy
./dataset/MCFS-22/features/n26_p06.npy,./dataset/MCFS-22/gt_arr/n26_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n26_p06.npy
./dataset/MCFS-22/features/n35_p02.npy,./dataset/MCFS-22/gt_arr/n35_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n35_p02.npy
./dataset/MCFS-22/features/n20_p05.npy,./dataset/MCFS-22/gt_arr/n20_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n20_p05.npy
./dataset/MCFS-22/features/n15_p03.npy,./dataset/MCFS-22/gt_arr/n15_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n15_p03.npy
./dataset/MCFS-22/features/n30_p11.npy,./dataset/MCFS-22/gt_arr/n30_p11.npy,./dataset/MCFS-22/gt_boundary_arr/n30_p11.npy
./dataset/MCFS-22/features/n35_p01.npy,./dataset/MCFS-22/gt_arr/n35_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n35_p01.npy
./dataset/MCFS-22/features/n33_p03.npy,./dataset/MCFS-22/gt_arr/n33_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n33_p03.npy
./dataset/MCFS-22/features/n14_p09.npy,./dataset/MCFS-22/gt_arr/n14_p09.npy,./dataset/MCFS-22/gt_boundary_arr/n14_p09.npy
./dataset/MCFS-22/features/n09_p09.npy,./dataset/MCFS-22/gt_arr/n09_p09.npy,./dataset/MCFS-22/gt_boundary_arr/n09_p09.npy
./dataset/MCFS-22/features/n22_p01.npy,./dataset/MCFS-22/gt_arr/n22_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n22_p01.npy
./dataset/MCFS-22/features/n07_p03.npy,./dataset/MCFS-22/gt_arr/n07_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n07_p03.npy
./dataset/MCFS-22/features/n21_p03.npy,./dataset/MCFS-22/gt_arr/n21_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n21_p03.npy
./dataset/MCFS-22/features/n14_p03.npy,./dataset/MCFS-22/gt_arr/n14_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n14_p03.npy
./dataset/MCFS-22/features/n15_p06.npy,./dataset/MCFS-22/gt_arr/n15_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n15_p06.npy
./dataset/MCFS-22/features/n21_p05.npy,./dataset/MCFS-22/gt_arr/n21_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n21_p05.npy
./dataset/MCFS-22/features/n26_p03.npy,./dataset/MCFS-22/gt_arr/n26_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n26_p03.npy
./dataset/MCFS-22/features/n28_p02.npy,./dataset/MCFS-22/gt_arr/n28_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n28_p02.npy
./dataset/MCFS-22/features/n27_p09.npy,./dataset/MCFS-22/gt_arr/n27_p09.npy,./dataset/MCFS-22/gt_boundary_arr/n27_p09.npy
./dataset/MCFS-22/features/n04_p05.npy,./dataset/MCFS-22/gt_arr/n04_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n04_p05.npy
./dataset/MCFS-22/features/n34_p02.npy,./dataset/MCFS-22/gt_arr/n34_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n34_p02.npy
./dataset/MCFS-22/features/n13_p02.npy,./dataset/MCFS-22/gt_arr/n13_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n13_p02.npy
./dataset/MCFS-22/features/n03_p07.npy,./dataset/MCFS-22/gt_arr/n03_p07.npy,./dataset/MCFS-22/gt_boundary_arr/n03_p07.npy
./dataset/MCFS-22/features/n05_p02.npy,./dataset/MCFS-22/gt_arr/n05_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n05_p02.npy
./dataset/MCFS-22/features/n33_p24.npy,./dataset/MCFS-22/gt_arr/n33_p24.npy,./dataset/MCFS-22/gt_boundary_arr/n33_p24.npy
./dataset/MCFS-22/features/n10_p11.npy,./dataset/MCFS-22/gt_arr/n10_p11.npy,./dataset/MCFS-22/gt_boundary_arr/n10_p11.npy
./dataset/MCFS-22/features/n03_p01.npy,./dataset/MCFS-22/gt_arr/n03_p01.npy,./dataset/MCFS-22/gt_boundary_arr/n03_p01.npy
./dataset/MCFS-22/features/n36_p03.npy,./dataset/MCFS-22/gt_arr/n36_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n36_p03.npy
./dataset/MCFS-22/features/n03_p05.npy,./dataset/MCFS-22/gt_arr/n03_p05.npy,./dataset/MCFS-22/gt_boundary_arr/n03_p05.npy
./dataset/MCFS-22/features/n31_p03.npy,./dataset/MCFS-22/gt_arr/n31_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n31_p03.npy
./dataset/MCFS-22/features/n14_p11.npy,./dataset/MCFS-22/gt_arr/n14_p11.npy,./dataset/MCFS-22/gt_boundary_arr/n14_p11.npy
./dataset/MCFS-22/features/n04_p06.npy,./dataset/MCFS-22/gt_arr/n04_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n04_p06.npy
./dataset/MCFS-22/features/n24_p06.npy,./dataset/MCFS-22/gt_arr/n24_p06.npy,./dataset/MCFS-22/gt_boundary_arr/n24_p06.npy
./dataset/MCFS-22/features/n23_p09.npy,./dataset/MCFS-22/gt_arr/n23_p09.npy,./dataset/MCFS-22/gt_boundary_arr/n23_p09.npy
./dataset/MCFS-22/features/n27_p02.npy,./dataset/MCFS-22/gt_arr/n27_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n27_p02.npy
./dataset/MCFS-22/features/n33_p19.npy,./dataset/MCFS-22/gt_arr/n33_p19.npy,./dataset/MCFS-22/gt_boundary_arr/n33_p19.npy
./dataset/MCFS-22/features/n21_p04.npy,./dataset/MCFS-22/gt_arr/n21_p04.npy,./dataset/MCFS-22/gt_boundary_arr/n21_p04.npy
./dataset/MCFS-22/features/n13_p03.npy,./dataset/MCFS-22/gt_arr/n13_p03.npy,./dataset/MCFS-22/gt_boundary_arr/n13_p03.npy
./dataset/MCFS-22/features/n08_p02.npy,./dataset/MCFS-22/gt_arr/n08_p02.npy,./dataset/MCFS-22/gt_boundary_arr/n08_p02.npy
